OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Terbufos,Total,0.22,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.1,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Chromium,Total,0.65,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,1.6,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Organic carbon,Total,1.2,mg/L,,Final,,Actual,,,,,,,,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,https://www.nemi.gov/methods/method_summary/5717/,E31780,2023-10-31,,Practical Quantitation Limit,1,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Ammonia,Total,0.01,mg/L,,Final,,Actual,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405/,E31780,2023-10-30,,Practical Quantitation Limit,.005,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Sodium,Total,3.3,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,2,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23-FP1,Field Msr/Obs,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Field Test-Discrete,21FLWQSP_WQX,Field Testing- Discrete,Miscellaneous (Other),,Dissolved oxygen (DO),,8.27,mg/L,,Final,,Actual,,,,,,,,,,,,,FDEP FT1500,21FLWQSP_WQX,FDEP FT1500,,,,,,,,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Glyphosate,Total,0.1,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-26,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Pronamide,Total,0.11,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.54,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Zinc,Total,5,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,20,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Tris(2-chloroethyl) phosphate,Total,59,ng/L,,Final,,Estimated,,,,,,**UJ**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,180,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Benzovindiflupyr,Total,0.002,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.008,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Lead,Total,0.2,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Pyriproxyfen,Total,0.27,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.7,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Nickel,Total,0.5,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,2,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Fluazifop-P-butyl,Total,0.11,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.54,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Iron,Total,80,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,120,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Acetaminophen,Total,0.008,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.032,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Fipronil Sulfone,Total,0.11,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.54,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Fenbuconazole,Total,0.54,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,2.7,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,"Tris(1,3-dichloro-2-propyl)phosphate",Total,2.7,ng/L,,Final,,Estimated,,,,,,**UJ**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,8.1,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Dechlorane 603,Total,4.3,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,13,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,"2,4,5-T",Total,0.004,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.016,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Clothianidin,Total,0.002,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.008,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,2-Hydroxy-4-methoxybenzophenone,Total,11,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,32,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Metolachlor,Total,2.5,ng/L,,Final,,Actual,,,,,,**I**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,4,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Tetradecachloro-m-terphenyl,Total,8.1,ng/L,,Final,,Estimated,,,,,,**UJ**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,24,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Total suspended solids,Total,3,mg/L,,Final,,Actual,,,,,,**I**Batch relative percent difference is unavailable because of low analyte concentration in the QC sample.,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,E31780,2023-10-27,,Practical Quantitation Limit,10,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,"Chlorophyll a, uncorrected for pheophytin",Total,1.5,ug/L,,Final,,Actual,,,,,,**I**Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,,,,,,,10200-H,APHA,10200 H ~ Chlorophyll a-b-c Determination,,E31780,2023-10-31,,Practical Quantitation Limit,2.1,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Thallium,Total,0.1,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Thiobencarb,Total,0.54,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,2.7,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23-FP1,Field Msr/Obs,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Field Test-Discrete,21FLWQSP_WQX,Field Testing- Discrete,Miscellaneous (Other),,pH,,8.23,None,,Final,,Actual,,,,,,,,,,,,,FDEP FT1100,21FLWQSP_WQX,FDEP FT1100,,,,,,,,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,True color,,3.9,PCU,,Final,,Actual,,,,,,**I**,,,,,,,DEP-SOP-NU-094,21FLWQSP_WQX,DEP-SOP-NU-094,,E31780,2023-10-26,,Practical Quantitation Limit,6,PCU,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Molybdenum,Total,0.5,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.6,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Parathion,Total,0.16,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.81,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Ametryn,Total,1.2,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,5.9,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Alachlor,Total,0.43,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,2.2,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Fipronil,Total,0.22,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.1,ng/L,,STORET
