OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Strontium,Total,41,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-04-10,,Practical Quantitation Limit,8,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Total suspended solids,Total,4,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,2540-D,APHA,2540 D ~ Total Suspended Solids in Water,https://www.nemi.gov/methods/method_summary/9819/,E31780,2025-04-08,,Practical Quantitation Limit,10,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Selenium,Total,0.2,ug/L,,Final,,Actual,,,,,,**U**Batch matrix spike recoveries for manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-04-08,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Cadmium,Total,0.034,ug/L,,Final,,Actual,,,,,,**I**Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.08,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,"Chlorophyll a, uncorrected for pheophytin",Total,2,ug/L,,Final,,Actual,,,,,,Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,,,,,,,10200-H,APHA,10200 H ~ Chlorophyll a-b-c Determination,,E31780,2025-04-10,,Practical Quantitation Limit,.92,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Iron,Total,380,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-04-10,,Practical Quantitation Limit,120,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25-FP1,Field Msr/Obs,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Field Test-Discrete,21FLTLHR_WQX,Field Testing- Discrete,Miscellaneous (Other),,"Depth, Secchi disk depth",,0.4,m,,Final,,Actual,,,,,,,,,,,,,FDEP FT1700,21FLTLHR_WQX,FDEP FT1700,,,,,,,,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Sodium,Total,2.5,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-06-05,,Practical Quantitation Limit,2,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,True color,,19,PCU,,Final,,Actual,,,,,,,,,,,,,110.2,USEPA,Color Analysis Using Platinum/Cobalt,https://www.nemi.gov/methods/method_summary/5208/,E31780,2025-04-04,,Practical Quantitation Limit,6,PCU,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Pheophytin a,Total,1.4,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,10200-H,APHA,10200 H ~ Chlorophyll a-b-c Determination,,E31780,2025-06-02,,Practical Quantitation Limit,1.9,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Titanium,Total,2.3,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-06-05,,Practical Quantitation Limit,3,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Total hardness,Total,130,mg/L,,Final,,Actual,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,https://www.nemi.gov/methods/method_summary/4679/,E31780,2025-04-10,,Practical Quantitation Limit,1.4,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Calcium,Total,47.7,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-06-05,,Practical Quantitation Limit,.3,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Total dissolved solids,Total,142,mg/L,,Final,,Actual,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,https://www.nemi.gov/methods/method_summary/9818/,E31780,2025-05-28,,Practical Quantitation Limit,25,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Silver,Total,0.01,ug/L,,Final,,Actual,,,,,,**U**Batch matrix spike recoveries for manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-04-08,,Practical Quantitation Limit,.04,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Lead,Total,0.22,ug/L,,Final,,Actual,,,,,,**I**Batch matrix spike recoveries for manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-04-08,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Arsenic,Total,0.54,ug/L,,Final,,Actual,,,,,,Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Chromium,Total,1.6,ug/L,,Final,,Actual,,,,,,**I**Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,1.6,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Potassium,Total,0.86,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-04-10,,Practical Quantitation Limit,1.2,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25-FP1,Field Msr/Obs,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Field Test-Discrete,21FLTLHR_WQX,Field Testing- Discrete,Miscellaneous (Other),,Dissolved oxygen saturation,,87.4,%,,Final,,Actual,,,,,,,,,,,,,FDEP FT1500,21FLTLHR_WQX,FDEP FT1500,,,,,,,,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Total Kjeldahl nitrogen (Organic N & NH3),Total,0.61,mg/L,,Final,,Actual,,,,,,,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/9626/,E31780,2025-06-02,,Practical Quantitation Limit,.2,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Ammonia-nitrogen,Total,0.047,mg/L,,Final,,Actual,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405/,E31780,2025-06-04,,Practical Quantitation Limit,.005,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Cobalt,Total,0.196,ug/L,,Final,,Actual,,,,,,Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.08,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,"Chlorophyll a, corrected for pheophytin",Total,2.6,ug/L,,Final,,Actual,,,,,,,,,,,,,10200-H,APHA,10200 H ~ Chlorophyll a-b-c Determination,,E31780,2025-06-02,,Practical Quantitation Limit,1.5,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Sodium,Total,2.8,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-04-10,,Practical Quantitation Limit,2,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25-FP1,Field Msr/Obs,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Field Test-Discrete,21FLTLHR_WQX,Field Testing- Discrete,Miscellaneous (Other),,Salinity,,0.11,ppth,,Final,,Actual,,,,,,,,,,,,,FDEP FT1300,21FLTLHR_WQX,FDEP FT1300,,,,,,,,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Boron,Total,11.7,ug/L,,Final,,Actual,,,,,,Batch matrix spike recoveries for manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-04-08,,Practical Quantitation Limit,8,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Copper,Total,0.4,ug/L,,Final,,Actual,,,,,,**U**Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Sulfate,Total,1.2,mg/L,,Final,,Calculated,,,,,,**A**,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,https://www.nemi.gov/methods/method_summary/4680/,E31780,2025-04-09,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Fluoride,Total,0.047,mg/L,,Final,,Actual,,,,,,**I**Batch matrix spike recoveries are unavailable because of high analyte concentration in the QC sample.,,,,,,,4500-F-C,APHA,4500 F C ~ Fluoride in Water Using an ISE,https://www.nemi.gov/methods/method_summary/5709/,E31780,2025-04-09,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Antimony,Total,0.05,ug/L,,Final,,Actual,,,,,,**U**Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,"Chlorophyll a, corrected for pheophytin",Total,1.4,ug/L,,Final,,Actual,,,,,,**I**Precision data is not available for at least one component due to the small amount of analyte in the QC sample. Refer to QA report for available precision data.,,,,,,,10200-H,APHA,10200 H ~ Chlorophyll a-b-c Determination,,E31780,2025-04-10,,Practical Quantitation Limit,1.5,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-05/22/25,Sample-Routine,Water,Surface Water,2025-05-22,11:20:00,EST,2025-05-22,11:20:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Lead,Total,0.42,ug/L,,Final,,Actual,,,,,,Batch matrix spike recoveries for aluminum and manganese are unavailable for one of two spiked samples because of high analyte concentration in the QC sample.,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-06-02,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Organic carbon,Total,3.3,mg/L,,Final,,Actual,,,,,,,,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,https://www.nemi.gov/methods/method_summary/5717/,E31780,2025-04-16,,Practical Quantitation Limit,1,mg/L,,STORET
21FLTLHR_WQX,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016-04/03/25,Sample-Routine,Water,Surface Water,2025-04-03,11:35:00,EST,2025-04-03,11:35:00,EST,.3,m,,,,,,SMP,FDEP TALLAHASSEE REGIONAL OPERATIONS CENTER,21FLTLHR_WQX-G2TLHR0016,,,,,Direct Grab,21FLTLHR_WQX,Direct Grab,Water Bottle,,Ammonia-nitrogen,Total,0.045,mg/L,,Final,,Actual,,,,,,Batch matrix spike recoveries are unavailable because of high analyte concentration in the QC sample.,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405/,E31780,2025-04-10,,Practical Quantitation Limit,.005,mg/L,,STORET
