OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Escherichia coli,Total,1.0,MPN/100mL,,Final,,Actual,,,,,,**U**Precision data is unavailable for E. coli due to the small amount of analyte in the QC sample for the batch.,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),https://www.nemi.gov/methods/method_summary/5583/,E31780,2024-12-20,,Practical Quantitation Limit,1,MPN/100mL,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Nickel,Total,0.50,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Sulfate,Total,2.2,mg/L,,Final,,Actual,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,https://www.nemi.gov/methods/method_summary/4680/,E31780,2025-01-03,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Zinc,Total,31,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,20,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Copper,Total,0.40,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Chromium,Total,1.1,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2025-01-02,,Practical Quantitation Limit,1.6,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2410-23S,Sample-Routine,Water,Groundwater,2024-12-19,13:25:00,EST,2024-12-19,13:25:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-65511,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Magnesium,Total,9.60,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2025-01-02,,Practical Quantitation Limit,.16,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Turbidity,,4.28,NTU,,Final,,Actual,,,,,,,,,,,,,FDEP FT1600,21FLGW_WQX,FDEP FT1600,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Molybdenum,Total,2.04,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.6,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total hardness,Total,108,mg/L,,Final,,Actual,,,,,,,,,,,,,2340B,APHA,2340 B ~ Hardness by Calculation,https://www.nemi.gov/methods/method_summary/4679/,E31780,2021-12-06,,Practical Quantitation Limit,1.4,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Lead,Total,0.20,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Purge Volume,,96,gal,,Final,,Calculated,,,,,,,,,,,,,FDEP FS 2200,21FLGW_WQX,FDEP FS 2200,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,"Temperature, water",,21.7,deg C,,Final,,Actual,,,,,,,,,,,,,FDEP FT1400,21FLGW_WQX,FDEP FT1400,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Antimony,Total,0.082,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Chromium,Total,0.79,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,1.6,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Iron,Total,330,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,120,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Dissolved oxygen (DO),,5.34,mg/L,,Final,,Actual,,,,,,,,,,,,,FDEP FT1500,21FLGW_WQX,FDEP FT1500,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Chloride,Total,5.1,mg/L,,Final,,Actual,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,https://www.nemi.gov/methods/method_summary/4680/,E31780,2021-12-07,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Thallium,Total,0.10,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-07,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Sodium,Total,2.0,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-03,,Practical Quantitation Limit,2,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Cadmium,Total,0.020,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.08,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total Kjeldahl nitrogen (Organic N & NH3),Total,0.080,mg/L,,Final,,Actual,,,,,,**U**,,,,,,,351.2,USEPA,351.2 ~ EPA; Total Kjeldahl Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/9626/,E31780,2021-12-07,,Practical Quantitation Limit,.2,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Sulfate,Total,2.2,mg/L,,Final,,Actual,,,,,,,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,https://www.nemi.gov/methods/method_summary/4680/,E31780,2021-12-07,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total Coliform,Total,1.0,MPN/100mL,,Final,,Actual,,,,,,**UQ**Precision data is unavailable due to the small amount of analyte in the QC sample.,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),https://www.nemi.gov/methods/method_summary/5583/,E31780,2021-12-01,,Practical Quantitation Limit,1,MPN/100mL,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Barium,Total,3.5,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Ammonia,Total,0.003,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/5405/,E31780,2021-12-10,,Practical Quantitation Limit,.005,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Escherichia coli,Total,1.0,MPN/100mL,,Final,,Actual,,,,,,**UQ**,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),https://www.nemi.gov/methods/method_summary/5583/,E31780,2021-12-01,,Practical Quantitation Limit,1,MPN/100mL,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Zinc,Total,367,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,20,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Potassium,Total,0.34,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,1.2,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Selenium,Total,1.36,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Silver,Total,0.010,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.04,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Total dissolved solids,Total,143,mg/L,,Final,,Actual,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,https://www.nemi.gov/methods/method_summary/9818/,E31780,2021-12-03,,Practical Quantitation Limit,25,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Dissolved oxygen saturation,,60.5,%,,Final,,Actual,,,,,,,,,,,,,FDEP FT1500,21FLGW_WQX,FDEP FT1500,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Fluoride,Total,0.059,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,4500-F-C,APHA,4500 F C ~ Fluoride in Water Using an ISE,https://www.nemi.gov/methods/method_summary/5709/,E31780,2021-12-03,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Nitrate + Nitrite,Total,2.1,mg/L,,Final,,Actual,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/4702/,E31780,2021-12-01,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Calcium,Total,23.1,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,.3,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Phosphorus,Total,0.007,mg/L,,Final,,Actual,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823/,E31780,2021-12-03,,Practical Quantitation Limit,.005,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Beryllium,Total,0.010,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.04,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Arsenic,Total,0.26,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Specific conductance,,208,uS/cm,,Final,,Actual,,,,,,,,,,,,,120.1,USEPA,Conductance,https://www.nemi.gov/methods/method_summary/5210/,E31780,2021-12-03,,Practical Quantitation Limit,8,uS/cm,,STORET
